id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,total_elevation_gain,kom,qom,climb_score,is_flat,custom_climb_category,country,region
13148680,Kašča - Žužemberk,Ride,7602.1,-0.9,18.7,276.9,200.8,145.4,7:26,9:39,-1.3086,True,0.0,Slovenia,"Ivancna Gorica, Žužemberk"
22777710,Žvirče - Ambrus,Ride,4925.8,-1.8,10.4,471.6,360.0,32.2,5:46,6:42,-0.5796,False,1.0,Slovenia,"Ivancna Gorica, Žužemberk"
8419208,Gradišče - Prevole,Ride,6228.7,3.0,12.3,474.6,285.6,223.8,12:44,16:29,6.714,False,4.0,Slovenia,Žužemberk
2057007,Gradenc 2 Climb,Ride,1511.79,7.2,10.3,349.7,240.6,107.395,4:10,5:27,7.73244,False,4.0,Slovenia,Žužemberk
4891964,Smuka Climb,Ride,1828.4,5.9,18.3,444.4,337.4,107.0,5:17,,6.313,False,3.0,Slovenia,Žužemberk
18800317,Jarki,Ride,1405.1,0.0,0.0,618.9,618.9,0.0,3:09,5:05,0.0,True,0.0,Slovenia,Žužemberk
12344945,888 trejl (Sveti Peter - Soteska),Ride,4378.9,-14.9,15.0,871.9,217.4,12.1,9:17,13:00,-1.8029,False,1.0,Slovenia,"Kocevje, Dolenjske Toplice"
25492595,Jarki 2/3,Ride,559.8,-21.6,11.2,495.1,374.3,0.0,1:11,2:00,0.0,False,1.0,Slovenia,Žužemberk
18120649,Baragova cesta pod farno cerkvijo,Ride,631.7,6.7,12.5,270.4,228.0,42.4,1:21,,2.8408,False,2.0,Slovenia,Žužemberk
11757878,SV.Peter DH: Mrzle doline-Žaga soteska,Ride,1715.8,-15.6,2.7,486.9,218.8,2.3,3:16,4:46,-0.3588,False,1.0,Slovenia,Dolenjske Toplice
19174345,ŽBK - Dobrnič climb 1,Ride,381.4,3.6,7.7,293.0,278.0,15.0,32s,38s,0.54,False,2.0,Slovenia,Žužemberk
20037375,Rdeči Kal - Vrbovec,Ride,1582.3,-5.0,-0.5,324.4,245.8,0.0,1:34,1:53,0.0,False,1.0,Slovenia,Trebnje
19308515,odcep Šmihel -> Žužemberk,Ride,4698.9,-1.1,13.1,262.3,206.4,19.6,4:50,5:57,-0.2156,True,0.0,Slovenia,Žužemberk
23125972,Mačkovec - Žvajdrga,Ride,1425.6,3.6,13.6,316.0,263.4,59.2,3:42,6:48,2.1312,False,2.0,Slovenia,Žužemberk
23690617,od silosa TT,Ride,918.4,-0.5,2.4,182.8,171.8,6.4,46s,1:05,-0.032,True,0.0,Slovenia,"Straža, Dolenjske Toplice"
12195620,Mount Gulubijek (most-cerkev),Ride,2566.9,8.2,25.2,447.6,236.7,231.5,8:11,,18.983,False,5.0,Slovenia,Mirna Pec
13611452,Na Frato,Ride,2067.3,7.3,31.4,364.1,212.9,179.7,6:01,10:43,13.1181,False,4.0,Slovenia,"Mirna Pec, Žužemberk"
26571474,TT asfalt/makadam combo,Ride,4152.9,2.6,13.9,294.8,173.8,121.0,7:50,10:47,3.146,False,3.0,Slovenia,"Straža, Mirna Pec"
14733240,Podturn - Soteska,Ride,4587.9,-0.2,25.0,219.9,175.1,65.2,5:10,7:53,-0.1304,True,0.0,Slovenia,Dolenjske Toplice
3897945,Rdeči Kal Climb,Ride,832.58,9.6,19.1,323.8,243.7,80.0587,1:40,2:19,7.6856352,False,4.0,Slovenia,Trebnje
13254766,lešnica,Ride,961.8,1.3,5.2,183.9,171.1,18.6,1:11,1:24,0.2418,True,0.0,Slovenia,Novo Mesto
15467835,Pletenka - Lešnica (odcep),Ride,809.1,0.5,13.7,193.0,179.5,17.5,36s,1:11,0.0875,True,0.0,Slovenia,Novo Mesto
26597621,Pirate Fox trail,Ride,754.6,-13.9,7.7,354.2,249.1,0.0,1:52,2:10,0.0,False,1.0,Slovenia,Novo Mesto
25405088,Krka - Picerija Mačkovec,Ride,1580.2,0.0,3.2,178.9,171.5,9.6,1:37,2:25,0.0,True,0.0,Slovenia,Novo Mesto
7718256,Spust od Badovinca do Pogancev,Ride,6480.2,-3.5,12.5,425.6,188.0,89.5,5:56,7:54,-3.1325,False,1.0,Slovenia,Novo Mesto
17923938,Climb 2,Ride,2373.5,3.5,7.4,322.7,231.9,95.6,2:43,5:11,3.346,False,3.0,Slovenia,"Mirna Pec, Novo Mesto"
13097212,Češča vas klanček,Ride,561.3,3.1,7.0,183.8,166.5,17.3,32s,33s,0.5363,False,2.0,Slovenia,Novo Mesto
25182618,Ciganski klanc,Ride,1659.2,4.2,14.5,266.6,197.6,69.0,3:08,4:36,2.898,False,3.0,Slovenia,Novo Mesto
14876330,vzpon skozi Vrhovo,Ride,393.9,5.5,8.2,274.3,252.8,21.5,44s,1:14,1.1825,False,2.0,,Mirna Pec
20676716,Otočec TT,Ride,2265.7,0.0,2.9,165.3,155.5,9.8,2:37,3:05,0.0,True,0.0,Slovenia,"Novo Mesto, Šmarješke Toplice"
21053655,Stranje čez AC,Ride,365.0,1.4,4.9,177.4,171.6,5.8,20s,27s,0.0812,True,0.0,Slovenia,Šmarješke Toplice
17841287,Nov asfalt (v smeri Dolenjega Kronovega),Ride,2306.5,0.0,11.2,130.0,122.0,11.0,1:56,3:12,0.0,True,0.0,Slovenia,"Novo Mesto, Šmarješke Toplice"
25145307,Draga -ravnina ,Ride,1344.7,0.0,5.9,168.4,156.4,13.8,1:08,1:43,0.0,True,0.0,Slovenia,Šmarješke Toplice
25145342,ravnina-Draga,Ride,1353.7,-0.1,3.4,152.0,145.4,6.6,1:07,1:40,-0.0066,True,0.0,Slovenia,Šmarješke Toplice
6833445,peskokop Cerov log - Krvavi kamen,Ride,6807.0,8.4,25.7,898.0,326.8,580.4,25:35,41:21,48.7536,False,5.0,Slovenia,"Šentjernej, Novo Mesto"
24946446,TT Šentjernej - Kostanjevica rondo,Ride,5565.0,-0.5,2.5,184.2,151.1,7.9,4:54,6:56,-0.0395,True,0.0,Slovenia,"Šentjernej, Kostanjevica"
4410073,Javorovica (most/križišče planinski dom),Ride,5149.6,8.1,45.2,624.1,207.5,505.8,14:42,20:15,40.9698,False,5.0,Slovenia,Šentjernej
23618768,Ciklama,Ride,921.0,-21.3,5.3,704.0,507.7,0.0,1:53,3:26,0.0,False,1.0,Slovenia,Novo Mesto
3824014,Gorenji Suhadol Climb,Ride,845.238,10.6,30.5,417.4,327.4,90.0,2:29,4:11,9.54,False,4.0,Slovenia,Novo Mesto
4247334,Forma viva ,Ride,4695.8,5.6,18.8,521.4,256.4,272.6,9:50,19:20,15.2656,False,5.0,Slovenia,"Šentjernej, Kostanjevica"
5360393,Segment,Ride,814.0,10.2,27.8,141.8,59.0,82.8,47s,1:09,8.4456,False,4.0,Slovenia,Kostanjevica
9071682,Tolsti vrh,Ride,1491.2,4.7,21.3,339.6,268.8,90.6,2:50,5:06,4.2582,False,3.0,Slovenia,"Šentjernej, Novo Mesto"
12859132,Pristava climb,Ride,567.6,4.7,18.0,221.4,193.7,27.7,49s,1:19,1.3019,False,2.0,Slovenia,Šentjernej
2047213,Črneča vas,Ride,5950.18,3.4,24.4,360.3,151.4,291.0,11:03,12:48,9.894,False,4.0,Slovenia,Kostanjevica
19991214,Oštrc - grande finale,Ride,436.7,4.9,10.1,375.6,354.4,21.2,40s,57s,1.0388,False,2.0,Slovenia,Kostanjevica
12731328,Kostanjevica rondo - Križaj rondo,Ride,3360.5,0.0,11.7,161.0,156.0,10.7,3:22,4:39,0.0,True,0.0,Slovenia,"Krško, Kostanjevica"
18977406,Šutna uspon,Ride,899.9,5.0,13.2,215.2,169.8,45.4,1:38,2:02,2.27,False,2.0,Slovenia,Krško
2019611,Planina pri Podbocju,Ride,7683.75,6.3,53.6,685.7,203.5,644.362,21:58,29:24,40.594806,False,5.0,Slovenia,Krško
8330529,Bušeča vas- Šutna (Hupser),Ride,1741.8,3.8,14.8,202.4,135.0,71.8,,3:50,2.7284,False,2.0,Slovenia,"Brežice, Krško"
4440717,ŽABJEK KAPELCA,Ride,150.3,9.6,12.7,177.0,162.6,14.4,10s,14s,1.3824,False,2.0,Slovenia,Kostanjevica
17325757,Kriz-Stojdraga,Ride,3778.5,6.7,15.5,504.0,251.6,252.4,10:28,12:30,16.9108,False,5.0,Croatia,Brežice
24049489,Pokovc,Ride,652.0,-13.0,2.3,628.8,543.2,0.0,1:18,4:21,0.0,False,1.0,Slovenia,Brežice
20641169,Brvi - Stojanski vrh - Gadova Peč,Ride,2328.0,6.4,13.5,320.3,172.3,151.7,6:51,9:14,9.7088,False,4.0,Slovenia,Brežice
23304680,Cirnik celoten vzpon,Ride,3926.2,6.9,32.9,316.6,44.6,272.0,12:25,17:06,18.768,False,5.0,Slovenia,Brežice
5318099,Miren interval,Ride,2640.6,5.9,28.1,201.6,45.3,171.2,5:48,7:49,10.1008,False,4.0,Slovenia,Miren-Kostanjevica
26232948,Lepa Vida,Ride,313.1,-25.0,-5.1,515.0,436.8,0.0,1:00,1:45,0.0,False,1.0,Slovenia,Nova Goriška
19633179,Mark DH Prašičja,Ride,742.9,-12.0,13.9,203.6,114.8,2.4,1:14,2:22,-0.288,False,1.0,Slovenia,"Nova Goriška, Šempeter-Vrtojba"
6435460,Z Renč na Kras,Ride,4362.2,7.5,18.5,400.8,72.8,328.0,12:55,16:14,24.6,False,5.0,Slovenia,"Miren-Kostanjevica, Renče-Vogrsko"
5978580,krono KRAS,Ride,7061.6,1.4,12.0,296.8,199.6,139.8,11:48,13:47,1.9572,True,0.0,Slovenia,Miren-Kostanjevica
23288833,Ajševica sprint z druge strani,Ride,1743.1,-0.1,2.5,87.5,84.4,0.0,1:29,2:12,0.0,True,0.0,Slovenia,Nova Goriška
855013,Potok_mio,Ride,4016.22,8.3,11.4,427.0,92.2,334.8,12:24,15:22,27.7884,False,5.0,Slovenia,Nova Goriška
26413201,Dombrava - Dornberk,Ride,4184.3,0.2,12.3,59.4,46.0,36.7,4:11,4:18,0.0734,True,0.0,Slovenia,"Nova Goriška, Renče-Vogrsko"
21483658,Dornberk-Branik,Ride,4865.2,0.2,4.7,72.8,56.6,42.4,5:06,5:46,0.0848,True,0.0,Slovenia,Nova Goriška
7663789,Batujske rajde,Ride,614.0,3.9,11.2,110.3,85.8,29.6,1:05,1:26,1.1544,False,2.0,Slovenia,Ajdovščina
13754397,kromberk climb,Ride,1178.1,3.6,10.3,116.4,73.2,43.2,2:03,2:31,1.5552,False,2.0,Slovenia,Nova Goriška
7648197,Šempas climb,Ride,1437.4,3.0,12.4,129.9,84.9,48.1,1:38,2:40,1.443,False,2.0,Slovenia,Nova Goriška
20393312,Predmeja Official,Ride,8707.4,7.7,29.1,855.0,182.8,695.2,26:15,36:42,53.5304,False,5.0,Slovenia,Ajdovščina
17191258,rekreači ajde zdej polwomt to solato,Ride,600.7,1.0,3.8,119.6,110.0,9.6,29s,38s,0.096,True,0.0,Slovenia,Ajdovščina
10370690,klavdija,Ride,599.1,-11.2,11.6,705.9,638.4,0.0,1:30,1:47,0.0,False,1.0,Slovenia,Ajdovščina
13853982,Letališče-Vip.križ,Ride,1032.7,-0.2,3.0,111.8,106.0,6.2,51s,1:11,-0.0124,True,0.0,Slovenia,Ajdovščina
24036030,Uptrail na Gorenjski zid,Ride,573.9,19.1,50.0,352.4,242.4,112.2,5:35,6:35,21.4302,False,5.0,Slovenia,Ajdovščina
9521725,Wada zgornji del,Ride,708.7,-25.8,-2.6,765.5,582.7,0.0,1:40,2:26,0.0,False,1.0,Slovenia,Ajdovščina
9383214,TT Ajdovščina-Vipava,Ride,6381.5,0.0,4.2,102.1,91.4,38.2,6:08,7:35,0.0,True,0.0,Slovenia,"Ajdovščina, Vipava"
20852860,Col-Vodnjk,Ride,3884.6,5.7,10.9,819.6,599.6,220.0,9:48,13:06,12.54,False,4.0,Slovenia,"Ajdovščina, Idrija"
18356758,Ajd-Lokavec,Ride,2033.4,2.6,8.0,159.3,107.2,0.0,2:47,4:32,0.0,False,1.0,Slovenia,Ajdovščina
4196942,predmeja do vode,Ride,5332.5,6.5,16.1,568.2,205.4,365.2,12:01,20:35,23.738,False,5.0,Slovenia,Ajdovščina
21913780,Fežnar- Zadlog do vrha(kamnolom),Ride,4586.3,7.7,27.7,744.6,392.4,362.0,11:56,16:42,27.874,False,5.0,Slovenia,Idrija
9528814,Wada - spodnji del,Ride,1585.5,-13.6,12.1,538.8,323.0,2.0,3:41,4:08,-0.272,False,1.0,Slovenia,Ajdovščina
12963463,spust h Majnku,Ride,1131.5,-15.4,-3.9,621.2,446.8,0.0,1:54,2:42,0.0,False,1.0,Slovenia,Idrija
10871250,PEVC @,Ride,2510.6,-3.1,10.4,565.8,483.8,13.4,,6:25,-0.4154,False,1.0,Slovenia,Idrija
17783252,Ajnšnit 100ka in j**te se usi ukop :-),Ride,478.1,-8.7,-2.9,640.6,598.8,0.0,18s,21s,0.0,False,1.0,Slovenia,Ajdovščina
22677776,Greben + Jelenšk,Ride,937.1,-15.0,0.0,806.0,665.0,0.0,1:55,2:13,0.0,False,1.0,Slovenia,Idrija
15651903,Črni Vrh descent,Ride,3272.3,-5.1,0.0,817.4,649.4,0.0,3:34,4:00,0.0,False,1.0,Slovenia,Idrija
22473351,Čez brinov grič,Ride,3713.3,-1.1,14.1,732.6,677.0,68.5,7:12,10:52,-0.7535,True,0.0,Slovenia,Idrija
23521644,Višnje col spust,Ride,1647.4,-6.8,0.1,718.1,606.1,0.0,1:07,1:16,0.0,False,1.0,Slovenia,Ajdovščina
15783385,"Zombiji na pohodu, TERAJ!",Ride,577.4,2.8,6.6,502.0,485.0,17.0,34s,40s,0.476,False,2.0,,Logatec
23277604,Lanišče Climb,Ride,5514.1,5.8,17.2,813.6,492.6,327.4,12:32,16:27,18.9892,False,5.0,Slovenia,Logatec
15325182,Ceste,Ride,4373.1,-1.2,4.4,527.1,469.0,8.8,4:01,5:34,-0.1056,True,0.0,Slovenia,Logatec
15054180,Hotederščica-Godovič,Ride,3035.8,1.8,13.4,610.4,554.4,56.0,3:03,4:35,1.008,False,2.0,Slovenia,"Logatec, Idrija"
21677863,steep part only,Ride,2496.3,7.2,28.2,713.0,534.0,179.0,6:19,8:16,12.888,False,4.0,Slovenia,Logatec
25172641,Petkovec full,Ride,724.8,8.9,19.4,590.4,525.8,64.6,2:00,2:49,5.7494,False,3.0,Slovenia,Logatec
17287158,vrhnika britof - strmica,Ride,4620.3,3.8,12.2,482.1,306.3,181.8,7:19,8:33,6.9084,False,4.0,Slovenia,Vrhnika
14917154,Kalce - Col - Godovič - Kalce,Ride,46540.0,0.0,21.1,875.4,499.8,773.0,1:17:09,1:38:52,0.0,True,0.0,Slovenia,Logatec
14745653,Edini pravilen na LJ vrh,Ride,2858.5,7.3,27.0,797.0,589.0,208.0,10:05,18:21,15.184,False,4.0,Slovenia,Vrhnika
23662318,Vrhniski klanec,Ride,4855.3,-3.7,0.2,455.6,274.4,0.0,4:13,4:44,0.0,False,1.0,Slovenia,Vrhnika
26045944,stisni!,Ride,303.4,4.7,9.8,533.0,518.4,14.6,21s,36s,0.6862,False,2.0,Slovenia,Logatec
11681637,Pokojišče od hiše do table,Ride,3345.6,11.8,25.0,623.4,227.6,395.8,13:09,19:09,46.7044,False,5.0,Slovenia,Borovnica
21093346,Borovnica - Vrhnika,Ride,7951.2,0.0,6.8,307.8,301.0,19.0,10:15,11:51,0.0,True,0.0,Slovenia,"Vrhnika, Borovnica"
12663716,Podpeč - Borovnica,Ride,8294.2,0.1,6.8,303.0,292.2,50.6,9:37,11:38,0.0506,True,0.0,Slovenia,"Brezovica, Borovnica"
15761939,Goričica -Borovnica (most),Ride,3633.4,-0.1,4.1,308.0,302.0,0.0,3:52,4:49,0.0,True,0.0,Slovenia,"Brezovica, Borovnica"
25957718,Breg - Prevalje pod Krimom,Ride,3354.3,0.0,1.2,292.8,289.8,5.4,3:43,4:08,0.0,True,0.0,Slovenia,"Brezovica, Borovnica"
14667825,Preserje,Ride,1169.8,7.4,18.6,382.8,295.8,87.0,2:56,4:01,6.438,False,3.0,Slovenia,Brezovica
14799152,Infiniti-New_road_tribute1,Ride,1402.7,0.0,2.1,253.8,250.6,3.2,1:33,2:04,0.0,True,0.0,Slovenia,Vrhnika
24637878,TANC studenc,Ride,388.0,7.0,25.0,836.9,809.9,27.0,41s,1:08,1.89,False,2.0,Slovenia,Brezovica
25763461,suha štirna - start Tolsti vrh  (uphill),Ride,702.1,11.6,29.7,774.3,692.7,81.6,5:48,11:34,9.4656,False,4.0,Slovenia,Vrhnika
8005853,Rakitna-celotni vzpon,Ride,9925.0,5.2,38.0,814.2,298.8,728.8,23:13,28:57,37.8976,False,5.0,Slovenia,Brezovica
10226130,GI vzpon,Ride,5573.7,5.4,31.0,644.0,344.6,426.4,12:24,15:27,23.0256,False,5.0,Slovenia,Ig
14445412,Rakitna Preserje spust,Ride,7058.7,-6.4,1.0,793.6,340.0,0.0,5:34,6:35,0.0,False,1.0,Slovenia,Brezovica
21808207,Strm del na Rakitno,Ride,887.5,9.9,14.5,578.6,491.0,87.6,2:44,3:43,8.6724,False,4.0,Slovenia,Brezovica
25689069,Vetr u rit,Ride,1050.1,-0.4,1.0,305.2,300.8,0.0,58s,1:18,0.0,True,0.0,Slovenia,Ig
21808115,Začetek vzpona na Rakitno,Ride,1852.7,7.0,13.7,491.8,362.6,129.2,4:36,5:46,9.044,False,4.0,Slovenia,Brezovica
5505527,Odcep Krim - Krim,Ride,3196.6,5.4,33.6,1094.1,921.5,216.5,10:13,10:26,11.691,False,4.0,Slovenia,Ig
19438697,Podpec - Tomiselj,Ride,4965.0,0.1,4.9,293.2,283.8,14.6,5:36,7:18,0.0146,True,0.0,Slovenia,"Brezovica, Ig"
14766212,Rakitna (hotel) - Podpeč descent  BS,Ride,12441.0,-3.9,25.3,812.0,303.8,111.0,13:24,15:43,-4.329,False,1.0,Slovenia,Brezovica
13022440,Infiniti-Turjaska_Rozamunda,Ride,2126.8,6.4,19.9,406.6,270.4,136.2,4:48,6:06,8.7168,False,4.0,Slovenia,Velike Lašče
712820,Golo Climb,Ride,6062.19,6.3,20.5,688.8,308.4,380.4,15:05,18:39,23.9652,False,5.0,,Ig
14691184,TT navzgor proti Turjaku,Ride,6211.0,0.7,21.5,339.2,297.0,0.0,7:46,9:46,0.0,True,0.0,Slovenia,Škofljica
11066918,Visoko (križišče) - Kurešček (cerkev),Ride,1273.6,9.3,25.2,815.0,696.4,118.6,4:14,5:37,11.0298,False,4.0,Slovenia,Ig
19959614,M3DO (2),Ride,431.6,-38.0,-21.8,560.0,396.0,0.0,1:18,1:44,0.0,False,1.0,Slovenia,Ig
26158279,Huda Polica > Sela,Ride,1475.9,-0.7,5.0,369.2,354.0,13.2,2:28,3:47,-0.0924,True,0.0,Slovenia,Grosuplje
17761386,Ostri vrh vzpon,Ride,2708.6,6.8,33.2,621.3,433.6,191.4,9:30,15:08,13.0152,False,4.0,Slovenia,Grosuplje
1714940,Velike Lipljene 1 B Climb,Ride,2041.95,6.4,18.3,475.6,345.7,139.181,4:35,5:42,8.907584,False,4.0,Slovenia,Grosuplje
14433891,Vzpon iz Luč na Plešivico,Ride,1023.3,4.2,9.6,408.2,365.7,42.1,1:10,1:49,1.7682,False,2.0,Slovenia,Grosuplje
13701651,Perovo hupser,Ride,234.9,11.7,16.7,350.4,322.8,27.6,27s,50s,3.2292,False,3.0,Slovenia,Grosuplje
14986190,Grosuplje-Veliko Mlačevo sprint,Ride,1560.4,-0.4,2.4,333.3,323.9,3.1,1:23,2:00,-0.0124,True,0.0,Slovenia,Grosuplje
18613755,Spust pri županovi jami,Ride,2266.2,-5.7,1.6,477.0,347.6,0.0,1:59,2:12,0.0,False,1.0,Slovenia,Grosuplje
10596696,makadam iz Krke,Ride,3647.1,3.7,36.3,443.4,309.6,203.3,5:51,7:56,7.5221,False,4.0,Slovenia,Ivancna Gorica
14917378,Peščenik Treningvzpon,Ride,1070.8,7.6,11.7,442.2,361.2,81.0,2:36,3:55,6.156,False,3.0,,"Ivancna Gorica, Grosuplje"
7637547,Višnja Gora - Ivančna Gorica,Ride,4172.0,-0.6,2.2,351.2,325.6,9.1,3:51,4:52,-0.0546,True,0.0,Slovenia,Ivancna Gorica
11813556,Stična-Mekinje climb,Ride,1137.1,9.1,13.8,455.0,351.4,103.2,3:24,4:05,9.3912,False,4.0,Slovenia,Ivancna Gorica
18135758,Luče klanček ,Ride,2793.9,2.5,4.7,424.6,355.6,69.0,3:39,5:30,1.725,False,2.0,Slovenia,"Ivancna Gorica, Grosuplje"
21272555,Zgornja Draga proti IG,Ride,444.0,-0.7,-0.3,337.1,334.2,0.0,23s,27s,0.0,True,0.0,Slovenia,Ivancna Gorica
21763438,klanček Muljava do Bomaxa,Ride,693.3,0.8,1.8,313.8,308.0,5.8,46s,57s,0.0464,True,0.0,Slovenia,Ivancna Gorica
19125183,Od Hladeta na Medvedjek,Ride,1733.2,3.3,5.1,368.2,311.4,56.8,2:07,3:34,1.8744,False,2.0,Slovenia,Trebnje
16582847,klanck čez Radohova vas,Ride,548.6,3.5,7.0,314.4,295.0,0.0,36s,54s,0.0,False,1.0,Slovenia,Ivancna Gorica
12548553,Sprint Krka,Ride,269.9,6.6,9.5,307.0,288.8,18.2,22s,31s,1.2012,False,2.0,Slovenia,Ivancna Gorica
8309025,Lučarjev Kal Climb (from Hrastov Dol),Ride,749.7,8.4,19.8,368.0,305.0,63.0,2:05,2:46,5.292,False,3.0,Slovenia,Ivancna Gorica
20788666,Grmada challenge,Ride,1552.2,8.7,21.6,439.5,305.1,134.4,4:54,5:42,11.6928,False,4.0,Slovenia,Trebnje
19068103,Štefan - Trebnje,Ride,1194.7,0.1,2.8,285.8,279.2,6.6,1:13,1:29,0.0066,True,0.0,Slovenia,Trebnje
19083880,Trebnje - Štefan,Ride,1234.4,-0.5,3.0,279.9,272.3,4.6,1:21,1:38,-0.023,True,0.0,Slovenia,Trebnje
19083448,Pluska descent,Ride,976.3,-5.0,0.7,330.7,282.3,0.0,51s,53s,0.0,False,1.0,Slovenia,Trebnje
19090575,Krtina - Stranje,Ride,4064.5,0.4,5.1,301.2,285.0,23.6,4:33,5:52,0.0944,True,0.0,Slovenia,Trebnje
2348069,Stranje Pri Dobrniču Climb,Ride,2223.12,8.9,28.5,435.4,237.5,211.19,6:00,9:05,18.79591,False,5.0,Slovenia,Trebnje
2575557,Obolnar - Čatež,Ride,2009.72,3.4,29.4,423.4,349.2,150.177,4:14,5:55,5.106018,False,3.0,Slovenia,Trebnje
3543487,Praproče climb,Ride,570.93,5.6,11.7,359.4,327.4,32.0,49s,,1.792,False,2.0,Slovenia,Ivancna Gorica
19333358,rondo Mercator -> Dolenja Nemška vas,Ride,1009.5,-1.0,0.3,275.6,265.6,0.0,1:02,1:11,0.0,True,0.0,Slovenia,Trebnje
12345069,Dečja Vas Climb,Ride,1638.0,4.7,25.8,344.5,267.3,103.9,3:17,4:39,4.8833,False,3.0,Slovenia,Trebnje
14844741,do vrha kamnoloma,Ride,1945.5,3.4,15.1,403.9,337.5,83.5,3:59,,2.839,False,2.0,Slovenia,"Mokronog-Trebelno, Trebnje"
27499716,Najstrmejši del na Brezovico pri Trebelnem,Ride,391.1,14.4,25.0,505.4,449.0,56.4,1:30,3:12,8.1216,False,4.0,Slovenia,Mokronog-Trebelno
26548088,Podlipa - Sanka,Ride,2291.4,2.8,25.8,299.8,236.0,70.6,5:17,7:53,1.9768,False,2.0,Slovenia,Žužemberk
20682730,Hitrostni vzpon na Vinkel (kronometer MKG - Vinkel),Ride,4528.9,5.7,23.5,506.4,247.6,258.8,10:20,13:07,14.7516,False,4.0,Slovenia,Mokronog-Trebelno
23958354,Gasilski dom Štatenberk - Roje,Ride,3484.0,-0.1,5.2,364.8,344.7,22.8,,,-0.0228,True,0.0,Slovenia,Mokronog-Trebelno
5424964,Štatenberk - Jagodnik vrh,Ride,3661.1,6.0,15.4,563.4,344.1,224.1,9:23,13:48,13.446,False,4.0,Slovenia,Mokronog-Trebelno
13884089,XC Grad Hmeljnik vzpon,Ride,2545.9,8.2,11.9,529.4,319.4,210.0,8:56,17:30,17.22,False,5.0,Slovenia,Novo Mesto
20010783,Kostnica -> Trebelno climb,Ride,1240.0,5.4,13.4,523.4,456.4,67.0,2:39,3:14,3.618,False,3.0,Slovenia,Mokronog-Trebelno
3995707,Mala Strmca,Ride,3548.2,6.8,31.0,453.4,203.6,301.2,9:13,12:52,20.4816,False,5.0,Slovenia,Mokronog-Trebelno
19090634,Škocjan - Deteljca,Ride,2829.7,-0.1,4.3,173.2,164.6,13.6,2:49,4:03,-0.0136,True,0.0,Slovenia,Škocjan
25567587,Gorenja Stara vas - Climb,Ride,545.4,3.7,5.5,217.8,197.8,20.0,49s,1:21,0.74,False,2.0,Slovenia,Šentjernej
12731296,Zameško - Kostanjevica rondo,Ride,6316.5,0.0,9.0,163.0,157.0,11.0,6:26,9:01,0.0,True,0.0,Slovenia,"Šentjernej, Kostanjevica"
12731253,Gmajna - Zameško,Ride,2761.3,-0.5,4.9,178.0,159.0,4.0,2:27,3:41,-0.02,True,0.0,Slovenia,"Krško, Šentjernej"
18406539,Pod AC do table Stranje,Ride,1599.3,-0.2,23.1,164.0,148.1,12.6,1:30,2:11,-0.0252,True,0.0,Slovenia,"Škocjan, Šmarješke Toplice"
22934821,HUPSER Rovisce pri studencu,Ride,352.6,5.6,12.9,340.4,318.6,21.8,30s,45s,1.2208,False,2.0,Slovenia,Sevnica
4059265,Chrono 1.0k rondo GEN,Ride,1040.5,-0.2,1.7,158.0,153.4,2.5,1:07,1:21,-0.005,True,0.0,Slovenia,Krško
20943124,Velika vas klanec,Ride,524.9,3.5,7.1,178.3,159.7,18.6,37s,49s,0.651,False,2.0,Slovenia,Krško
25304302,TT RIMŠ - VELIKA VAS,Ride,2516.7,0.0,4.8,176.5,160.4,16.1,2:23,3:34,0.0,True,0.0,Slovenia,Krško
5570476,Cesta 4. julija Climb,Ride,831.2,10.7,26.3,161.8,72.6,89.2,53s,1:00,9.5444,False,4.0,Slovenia,Krško
7385586,CT - Pleterje 3 min,Ride,1057.0,4.8,11.5,232.2,180.0,52.2,2:04,3:12,2.5056,False,2.0,Slovenia,Krško
25330096,Križaj(rondo)---> Vel.Mraševo(do vzpona),Ride,2386.0,0.1,1.5,154.4,152.0,2.4,2:31,3:06,0.0024,True,0.0,Slovenia,Krško
26139038,Mrtvice-Vihre TT,Ride,443.9,0.0,0.5,156.8,156.2,0.0,27s,35s,0.0,True,0.0,Slovenia,Krško
20319851,Dvorce - Cerina - Žejno,Ride,2357.0,4.8,12.7,262.2,150.2,112.0,4:53,6:36,5.376,False,3.0,Slovenia,Brežice
24849850,Do Čateža,Ride,1852.1,0.0,0.5,157.2,155.8,0.0,1:43,2:34,0.0,True,0.0,Slovenia,Brežice
12102695,Krško rondo most - Gubčeva,Ride,820.2,-0.5,4.0,170.0,165.0,0.0,53s,1:00,0.0,True,0.0,Slovenia,Krško
9957532,Dolenjevaški klanec,Ride,494.6,3.6,7.3,-163.0,-181.0,18.0,34s,59s,0.648,False,2.0,Slovenia,Krško
23253348,Artiče -Živex TT,Ride,1041.1,-4.3,2.4,215.0,170.0,3.0,56s,1:06,-0.129,False,1.0,Slovenia,"Brežice, Krško"
4452284,Brežice climb,Ride,497.9,2.6,5.6,159.0,146.0,0.0,34s,49s,0.0,False,1.0,Slovenia,Brežice
15674230,Globoko (OŠ) -> Bubka,Ride,995.8,1.2,3.3,180.7,168.6,0.0,1:23,1:58,0.0,True,0.0,Slovenia,Brežice
13101400,Strappetto di Vencò,Ride,246.3,2.8,5.9,80.9,71.7,9.2,17s,20s,0.2576,False,2.0,Italy,Brda
