id,name,activity_type,distance,average_grade,maximum_grade,elevation_high,elevation_low,total_elevation_gain,kom,qom,climb_score,is_flat,custom_climb_category,country,region
2661900,Plessiva(nord),Ride,560.15,5.0,7.9,104.0,76.2,27.8,50s,59s,1.39,False,2.0,Italy,Brda
17699538,PLAVE MOST ŽELEZNICA - VRHULJE ODCEP KORADA,Ride,3900.1,7.1,12.5,381.4,104.8,276.6,9:49,11:43,19.6386,False,5.0,Slovenia,"Kanal, Brda"
12625389,Muro ruttars,Ride,311.1,12.0,16.3,155.6,118.4,37.2,31s,1:10,4.464,False,3.0,Italy,Brda
16191729,Salita dei Frutti,Ride,6699.7,4.7,13.7,417.4,105.2,312.2,13:10,18:11,14.6734,False,4.0,Slovenia,Brda
19006064,Cela SVETA !,Ride,1960.2,-15.3,14.3,633.8,333.7,13.9,5:06,6:44,-2.1267,False,1.0,Slovenia,Nova Goriška
26232943,Škabrijelka segment,Ride,525.5,-17.1,-5.4,605.6,516.0,0.0,1:03,1:51,0.0,False,1.0,Slovenia,Nova Goriška
5259307,sabotino da bivio,Ride,2964.8,10.8,32.4,520.0,200.6,319.4,11:47,17:32,34.4952,False,5.0,Italy,Nova Goriška
2478948,Sveta Gora - odcep,Ride,2693.27,13.7,88.2,659.1,288.0,401.613,9:55,15:45,55.020981,False,5.0,Slovenia,Nova Goriška
7295878,ravnica-samo hrib,Ride,2750.2,10.9,37.8,418.7,116.1,332.3,9:11,12:32,36.2207,False,5.0,Slovenia,Nova Goriška
11601053,Rampa pri Peči 1.,Ride,1169.5,15.8,29.4,345.8,160.8,185.0,8:12,14:25,29.23,False,5.0,Slovenia,Nova Goriška
12734644,Ravnica,Ride,2491.1,6.4,10.7,427.0,267.2,159.8,6:16,8:36,10.2272,False,4.0,Slovenia,Nova Goriška
26464587,Na Gomilo,Ride,1171.1,7.7,45.5,807.6,717.4,90.2,5:53,13:46,6.9454,False,4.0,Slovenia,Nova Goriška
26877733,Sedovec-Podgozd-Trnovo,Ride,6578.0,3.1,36.4,801.9,596.9,271.0,21:02,27:25,8.401,False,4.0,Slovenia,Nova Goriška
24316391,~Cepovan-Grgar~,Ride,11140.4,-2.5,6.2,588.4,314.2,26.2,12:04,12:56,-0.655,False,1.0,Slovenia,Nova Goriška
21284398,Trebušca-Zadružni dom G.Trebuša,Ride,1025.0,7.8,27.3,388.0,308.0,80.0,3:20,4:28,6.24,False,3.0,Slovenia,Tolmin
5698338,Dolenja Trebuša Climb,Ride,1309.4,11.6,30.0,557.8,405.6,152.2,4:00,6:40,17.6552,False,5.0,Slovenia,"Tolmin, Idrija"
10389641,Drnulk pass,Ride,1334.4,9.7,47.9,798.0,667.2,172.8,4:41,6:23,16.7616,False,5.0,Slovenia,"Tolmin, Nova Goriška"
21448400,Lokve spust,Ride,2003.7,-6.6,-1.9,1070.6,938.8,0.0,1:50,2:09,0.0,False,1.0,Slovenia,Nova Goriška
23125684,Čepovanska d kontra,Ride,2345.6,1.7,4.8,612.6,566.0,46.6,3:33,3:53,0.7922,False,2.0,Slovenia,Nova Goriška
1736716,Vitovlje Climb,Ride,1417.39,9.2,34.5,1114.9,983.8,143.339,4:55,7:36,13.187188,False,4.0,Slovenia,Ajdovščina
22587869,suha idrijca,Ride,3593.8,3.9,31.9,935.4,788.2,195.1,10:26,17:53,7.6089,False,4.0,Slovenia,Idrija
1740767,Šebrelje 91 Climb,Ride,1121.96,7.5,34.4,620.0,536.2,125.735,3:38,7:33,9.430125,False,4.0,Slovenia,Idrija
15872469,Čez kap,Ride,431.6,-27.4,-14.9,684.6,566.4,0.0,1:01,1:29,0.0,False,1.0,Slovenia,Idrija
3595155,Razpotje 1 Climb,Ride,3738.29,7.0,39.1,750.8,487.6,265.4,9:36,15:19,18.578,False,5.0,Slovenia,Idrija
15123591,Kobalove bližnjica,Ride,1012.6,3.6,22.8,705.6,669.6,48.4,2:41,5:46,1.7424,False,2.0,Slovenia,Idrija
15083070,Češnjice cik cak,Ride,477.4,11.1,40.9,555.6,486.6,69.0,1:06,1:56,7.659,False,4.0,Slovenia,Idrija
14550620,Leteči strug,Ride,903.2,-19.0,-7.0,530.4,358.4,0.0,2:04,3:16,0.0,False,1.0,Slovenia,Idrija
12331946,Idrijske Krnice1,Ride,5349.6,11.6,22.8,955.4,336.2,619.2,21:32,28:38,71.8272,False,5.0,Slovenia,Idrija
12921931,ta pjana climb,Ride,2763.7,7.4,15.0,593.6,388.8,213.0,9:21,12:55,15.762,False,5.0,Slovenia,Idrija
18193994,Vrščev - konc asfalta,Ride,2685.9,8.6,18.3,526.2,294.6,231.6,10:04,11:18,19.9176,False,5.0,Slovenia,Idrija
26229401,Kanal pa lipa,Ride,449.4,-25.2,1.3,563.8,450.4,0.0,,1:27,0.0,False,1.0,Slovenia,Idrija
7091024,Ledinsko razpotje,Ride,4410.2,8.7,49.6,708.5,325.5,544.0,13:29,18:40,47.328,False,5.0,Slovenia,Idrija
14504536,Dušanov spust,Ride,747.1,-24.8,-6.7,733.5,548.1,0.0,1:31,3:03,0.0,False,1.0,Slovenia,Žiri
20870809,Govejk,Ride,2273.2,8.7,11.5,700.2,503.4,196.8,6:54,8:33,17.1216,False,5.0,Slovenia,"Žiri, Idrija"
7551551,ZALA SPUST!,Ride,7461.8,-3.1,2.0,541.0,307.0,0.0,7:23,7:42,0.0,False,1.0,Slovenia,Idrija
9370174,Odcep Žažar - odcep Šentjošt,Ride,2834.1,6.5,33.1,576.1,391.9,225.5,6:33,8:08,14.6575,False,4.0,Slovenia,Vrhnika
7169866,Ovinek - Lučine (črta cilj),Ride,1938.1,7.4,19.0,623.6,480.4,144.8,5:31,6:43,10.7152,False,4.0,Slovenia,Gorenja vas-Poljane
18430386,Hlevni Vrh,Ride,2337.1,5.1,19.1,710.6,589.4,128.8,5:31,7:38,6.5688,False,3.0,Slovenia,Logatec
14485668,Smrečje strmi ovinek,Ride,307.4,7.1,12.1,515.3,493.6,21.7,28s,1:07,1.5407,False,2.0,Slovenia,Vrhnika
16167139,Goli vrh,Ride,1384.7,3.4,9.4,686.0,639.4,46.6,2:23,2:53,1.5844,False,2.0,Slovenia,"Dobrova-Polhov Gradec, Gorenja vas-Poljane"
1521507,Rovte,Ride,10723.0,1.9,25.9,690.6,479.3,484.956,12:45,22:17,9.214164,False,4.0,Slovenia,"Logatec, Žiri"
16882994,Medvedje Brdo vzpon,Ride,2814.7,4.0,12.8,752.4,640.2,130.0,4:35,8:13,5.2,False,3.0,Slovenia,"Logatec, Idrija"
17612770,Velika Ligojna Klanec,Ride,1590.0,4.4,15.0,419.0,349.0,70.0,2:51,3:38,3.08,False,3.0,Slovenia,Vrhnika
9470670,Vzpon-Vrzdenec,Ride,7919.9,4.1,14.0,663.0,340.0,360.0,17:12,19:31,14.76,False,4.0,Slovenia,"Horjul, Dobrova-Polhov Gradec"
14269898,zaklanec up,Ride,1690.1,4.8,16.1,411.6,331.0,80.6,3:30,4:07,3.8688,False,3.0,Slovenia,Horjul
20690743,Mala Franja (Suhi dol vzpon)*,Ride,3771.9,4.4,26.1,679.0,512.4,179.8,8:05,9:42,7.9112,False,4.0,Slovenia,Dobrova-Polhov Gradec
17378743,Od muzeja do mostu pred Črnim Vrhom,Ride,4947.6,1.5,25.3,457.2,378.0,92.1,7:46,8:04,1.3815,False,2.0,Slovenia,Dobrova-Polhov Gradec
14447505,Dobrova - Zaklanec,Ride,8598.1,0.3,6.5,253.4,219.2,57.8,9:01,11:53,0.1734,True,0.0,Slovenia,"Horjul, Dobrova-Polhov Gradec"
20056184,Zaklanec s položne strani,Ride,3805.7,2.1,7.4,422.0,338.8,85.2,5:18,6:25,1.7892,False,2.0,Slovenia,"Horjul, Dobrova-Polhov Gradec"
11664903,Polhov Gradec - Gabrje,Ride,7057.4,-0.7,23.4,371.0,318.8,103.7,7:17,8:47,-0.7259,True,0.0,Slovenia,Dobrova-Polhov Gradec
23408493,Palčkova hupser,Ride,1142.0,2.3,6.4,351.0,324.6,26.4,1:11,1:50,0.6072,False,2.0,Slovenia,Vrhnika
27382694,Bercetov Leg opener,Ride,361.9,2.5,3.8,341.8,332.8,9.0,17s,28s,0.225,False,2.0,Slovenia,Dobrova-Polhov Gradec
15905263,Kramar-Vrh Zaklanec,Ride,9547.4,1.4,17.2,452.0,316.5,154.2,12:09,14:31,2.1588,True,0.0,Slovenia,"Horjul, Dobrova-Polhov Gradec"
14290125,Notranje Vnanje Gorice,Ride,3118.1,0.3,5.9,324.4,316.0,13.2,3:35,3:52,0.0396,True,0.0,,Brezovica
1251037,Ljubljana Castle,Ride,911.033,3.5,29.3,360.8,314.8,67.6061,2:01,2:17,2.3662135,False,2.0,Slovenia,Ljubljana
15713037,logo short slope,Ride,451.2,2.0,7.7,323.2,314.0,9.2,24s,28s,0.184,False,2.0,Slovenia,Brezovica
20518920,Podkraj - Jezero,Ride,2324.0,0.3,8.0,277.0,270.0,7.0,2:26,3:15,0.021,True,0.0,Slovenia,"Brezovica, Ig"
21438087,Dolomitski izziv na polno,Ride,1353.5,-0.4,1.3,301.7,296.8,0.0,1:29,1:48,0.0,True,0.0,Slovenia,Ljubljana
13275398,KRIM,Ride,14369.4,5.2,16.9,1104.0,354.6,0.0,40:25,50:24,0.0,False,1.0,Slovenia,Ig
14783704,Nov asfalt,Ride,1097.1,-0.6,1.6,320.6,314.1,0.0,57s,1:27,0.0,True,0.0,Slovenia,Dobrova-Polhov Gradec
15152866,Ižanka sprint do odcepa,Ride,1603.4,0.0,0.5,314.2,312.4,0.0,1:39,2:03,0.0,True,0.0,Slovenia,Ljubljana
21397194,Pečar vzpon do izvirčka,Ride,1562.2,5.5,18.1,368.1,281.5,86.6,3:12,3:57,4.763,False,3.0,Slovenia,Ljubljana
27798974,Heaven trail,Ride,799.6,-11.5,6.1,426.5,333.3,2.9,1:42,2:15,-0.3335,False,1.0,Slovenia,Škofljica
4694744,Škofljica - Ig,Ride,3995.4,-0.1,2.7,296.7,287.0,14.2,3:50,5:10,-0.0142,True,0.0,Slovenia,"Ig, Škofljica"
15621160,Pot na Orle - climb,Ride,1276.8,9.3,37.5,415.0,296.2,0.0,3:52,5:08,0.0,False,1.0,Slovenia,Ljubljana
2654582,Repče zid,Ride,707.654,14.2,27.7,455.4,355.0,102.971,2:28,2:56,14.621882,False,4.0,Slovenia,"Ljubljana, Grosuplje"
12194961,Matena kontra,Ride,3118.8,-0.2,1.0,288.0,281.8,0.0,3:28,4:17,0.0,True,0.0,Slovenia,"Ljubljana, Ig"
8282830,ig-ind.cona škofljica,Ride,3817.3,0.1,2.9,296.0,287.1,16.0,3:35,4:24,0.016,True,0.0,Slovenia,"Ig, Škofljica"
17289137,Test na Gornji Ig 2km,Ride,2043.6,6.8,31.1,476.5,338.2,150.5,4:48,6:01,10.234,False,4.0,Slovenia,Ig
5311484,Pečar,Ride,2787.6,5.9,15.7,451.4,286.2,165.2,6:22,8:07,9.7468,False,4.0,Slovenia,Ljubljana
1159458,Pečar Iz Besnice,Ride,1670.74,6.9,11.3,469.9,354.8,115.098,3:51,5:12,7.941762,False,4.0,Slovenia,Ljubljana
15201530,Janče iz Besnice (križišče - križišče),Ride,4366.1,8.6,20.8,825.2,451.8,373.4,13:04,18:18,32.1124,False,5.0,Slovenia,Ljubljana
10714672,Pance vzpon,Ride,1463.7,6.1,26.6,503.2,412.6,103.9,3:14,4:21,6.3379,False,3.0,Slovenia,"Ljubljana, Grosuplje"
20544281,Velo Cafe - Pance,Ride,6740.5,2.8,11.1,473.2,284.8,190.6,12:19,14:21,5.3368,False,3.0,Slovenia,"Ljubljana, Grosuplje"
22759158,Ta strm del,Ride,634.8,6.7,10.9,516.0,473.4,42.6,1:20,1:55,2.8542,False,2.0,Slovenia,"Ljubljana, Grosuplje"
25068325,Janče 20% :-),Ride,347.2,11.5,18.3,739.8,700.0,39.8,1:07,1:45,4.577,False,3.0,Slovenia,Ljubljana
2749347,"Trebeljevo climb, klasika",Ride,4306.43,5.7,36.5,583.8,332.2,459.299,8:36,11:37,26.180043,False,5.0,Slovenia,"Ljubljana, Šmartno in Litiji"
13098106,Zavrstnik - Trebeljevo,Ride,10100.9,3.0,30.9,577.9,260.8,625.8,15:43,20:39,18.774,False,5.0,Slovenia,"Ljubljana, Šmartno in Litiji"
21618979,Trebeljevo do križišča,Ride,2704.5,3.9,9.6,546.0,439.4,106.6,4:42,6:45,4.1574,False,3.0,Slovenia,Ljubljana
5452368,"moč test cca 2,25 km",Ride,2308.2,5.3,8.7,454.2,331.0,123.2,4:51,6:22,6.5296,False,3.0,Slovenia,Šmartno in Litiji
14793277,Mali vrh - efektiva,Ride,1404.4,11.8,19.2,625.0,459.8,165.2,5:19,6:28,19.4936,False,5.0,Slovenia,"Ljubljana, Grosuplje"
17300832,Bogenšperk Climb from Dolenjska ,Ride,1804.0,6.5,15.4,508.0,390.0,0.0,3:51,5:19,0.0,False,1.0,Slovenia,"Ivancna Gorica, Šmartno in Litiji"
21152461,Bogenšperk climb (Črni potok -kapelca),Ride,4151.2,5.6,13.1,501.4,269.6,231.8,8:54,12:07,12.9808,False,4.0,Slovenia,Šmartno in Litiji
25523948,od mostička do elektra,Ride,327.3,3.2,10.0,272.6,262.2,10.4,26s,36s,0.3328,False,2.0,Slovenia,Šmartno in Litiji
17782568,Ko zorijo jagode,Ride,453.0,0.9,9.5,311.0,304.0,7.0,32s,39s,0.063,True,0.0,Slovenia,Šmartno in Litiji
9084360,Selšek epic climb,Ride,842.2,3.4,12.4,335.6,306.6,29.0,1:12,1:40,0.986,False,2.0,Slovenia,Šmartno in Litiji
19540795,Primskovo ,Ride,701.5,12.3,22.9,597.0,510.8,86.2,2:59,4:00,10.6026,False,4.0,Slovenia,Šmartno in Litiji
2129243,Velika Preska (do mizarstva Kos),Ride,5671.48,5.9,41.5,781.6,436.2,537.563,13:41,17:55,31.716217,False,5.0,Slovenia,Litija
7362815,Bukovje,Ride,1336.6,8.2,28.4,454.7,329.2,132.3,4:27,5:52,10.8486,False,4.0,Slovenia,Šmartno in Litiji
21449912,Vzpon Čatež (D),Ride,600.8,11.8,23.4,528.5,457.6,70.9,2:14,3:36,8.3662,False,4.0,Slovenia,Trebnje
19333246,Dol. Prapreče -> Gor. Prapreče climb,Ride,637.7,2.1,7.5,279.8,266.2,13.6,42s,58s,0.2856,False,2.0,Slovenia,Trebnje
9672337,spust velika preska,Ride,5556.9,-6.0,30.4,770.8,436.2,216.4,5:42,6:30,-12.984,False,1.0,Slovenia,Litija
6878366,podkum iz sopote,Ride,2835.4,6.4,21.2,729.6,547.4,182.2,6:52,8:33,11.6608,False,4.0,Slovenia,Trbovlje
21074321,Vzpon do križišča,Ride,2960.8,6.0,17.2,482.2,305.4,176.8,7:18,9:19,10.608,False,4.0,Slovenia,"Litija, Šentrupert"
26462119,Vzpon do Nebes,Ride,4600.2,6.9,39.0,583.2,266.2,352.8,14:53,17:45,24.3432,False,5.0,Slovenia,Šentrupert
21466043,Zasavska selekcija.,Ride,2999.6,5.4,12.4,490.4,329.4,161.0,6:47,8:50,8.694,False,4.0,Slovenia,"Radece, Trbovlje"
24612638,"""Založ ga!!!""",Ride,315.9,-1.1,-0.8,587.9,584.4,0.0,19s,21s,0.0,True,0.0,Slovenia,Trbovlje
25109365,Gabrovka -> Mirna ,Ride,7861.6,-2.2,9.9,427.2,257.7,71.1,9:40,11:15,-1.5642,False,1.0,Slovenia,"Litija, Mirna"
3830919,Strmec Climb,Ride,1857.44,9.6,25.6,706.5,528.1,193.406,7:04,8:20,18.566976,False,5.0,Slovenia,Litija
19068014,Vzpon proti Ševnici,Ride,523.6,6.7,13.0,302.2,267.2,35.0,1:02,1:41,2.345,False,2.0,,Mirna
12856582,Mrzla Luža - začetek Račje selo,Ride,1723.9,2.6,24.3,329.2,279.4,58.0,2:45,3:07,1.508,False,2.0,Slovenia,Trebnje
1661826,Jelenska Reber 33 41 Climb,Ride,3588.94,5.9,20.1,724.0,512.4,212.4,10:04,14:19,12.5316,False,4.0,Slovenia,Litija
5367344,Čelovnik Climb,Ride,2662.2,15.2,34.4,601.4,197.2,404.2,14:52,22:22,61.4384,False,5.0,Slovenia,"Radece, Sevnica"
21428491,Loka pri ZM - Radeče,Ride,1818.4,-1.3,10.8,246.2,195.1,35.9,2:25,2:53,-0.4667,True,0.0,Slovenia,"Radece, Sevnica"
17866220,brunk-prvi del,Ride,2586.2,10.3,28.8,498.0,230.4,267.6,8:56,13:00,27.5628,False,5.0,Slovenia,Radece
1704117,Škarpa Climb,Ride,1344.0,6.5,32.8,333.7,246.1,108.651,2:45,3:49,7.062315,False,4.0,Slovenia,Mokronog-Trebelno
21074334,vzpon od križišča do odcepa za Nebesa,Ride,1317.0,6.9,16.4,573.8,483.2,90.6,3:39,4:52,6.2514,False,3.0,Slovenia,"Litija, Šentrupert"
23894766,Laknice-Laknice,Ride,2061.3,-1.3,4.1,216.2,188.2,2.8,2:08,2:24,-0.0364,True,0.0,Slovenia,Mokronog-Trebelno
25417341,švicanje v Jelov,Ride,923.5,12.0,22.1,356.0,238.7,117.3,3:42,6:27,14.076,False,4.0,Slovenia,Radece
26764535,ZDM4_Leskovec,Ride,5620.5,7.1,23.9,705.8,301.3,426.7,19:28,1:05:17,30.2957,False,5.0,Slovenia,Sevnica
4105520,Na Lisco,Ride,8934.6,7.5,50.2,905.0,236.8,891.7,28:28,33:28,66.8775,False,5.0,Slovenia,"Laško, Sevnica"
5712706, Sevnica - Mastnak,Ride,3754.3,1.7,44.7,280.9,195.9,0.0,4:08,,0.0,False,1.0,Slovenia,Sevnica
18643825,lidl-rondo,Ride,558.6,-0.3,5.9,252.0,246.8,4.0,40s,47s,-0.012,True,0.0,Slovenia,Sevnica
21967972,Intervali Breg (uphill sprint),Ride,392.0,4.4,9.4,208.3,191.1,17.2,26s,,0.7568,False,2.0,Slovenia,Sevnica
20238565,Sevnica v smeri Boštanja,Ride,2765.3,0.2,5.5,173.4,161.8,21.0,3:16,4:50,0.042,True,0.0,Slovenia,Sevnica
11339146,Vzpon Mastnak - Lisca,Ride,6443.4,9.9,53.1,909.0,270.2,0.0,34:50,49:32,0.0,False,1.0,Slovenia,"Laško, Sevnica"
1660589,Studenec,Ride,4344.85,4.4,23.8,427.1,233.1,249.2,8:36,11:18,10.9648,False,4.0,Slovenia,Sevnica
8359722,Blanca (most) - Sevnica,Ride,5362.5,0.2,13.1,188.3,167.5,87.0,6:14,8:05,0.174,True,0.0,Slovenia,Sevnica
2505544,Raka 103 Climb,Ride,1261.35,6.6,19.1,266.4,183.0,89.2248,2:57,5:01,5.8888368,False,3.0,Slovenia,Krško
6804860,Podgorje-Zabukovje,Ride,1891.4,9.7,17.2,443.0,260.0,183.0,6:28,10:21,17.751,False,5.0,Slovenia,Sevnica
20230886,Jelendol climb part1 ,Ride,1438.2,8.7,18.3,331.4,206.4,127.8,,15:08,11.1186,False,4.0,Slovenia,Škocjan
6502954,Grmada,Ride,5265.0,5.5,33.5,478.0,188.1,338.7,13:41,17:06,18.6285,False,5.0,Slovenia,Krško
2291452,Bohor,Ride,10813.2,6.0,39.9,877.6,225.8,957.167,31:08,40:21,57.43002,False,5.0,Slovenia,Krško
26367900,Grmada---SPUST ,Ride,5265.0,-5.3,11.0,507.8,228.2,9.4,5:48,7:14,-0.4982,False,1.0,Slovenia,Krško
1728469,Climb the top of Grmada,Ride,868.801,7.8,31.6,478.0,402.9,83.3141,2:34,3:44,6.4984998,False,3.0,Slovenia,Krško
11417440,Trapistovska pot,Ride,1204.9,12.9,22.5,333.0,178.0,0.0,6:16,8:53,0.0,False,1.0,Slovenia,Krško
10131052,Blanca - Brestanica,Ride,6047.5,-0.1,4.9,173.0,161.7,40.7,6:13,7:39,-0.0407,True,0.0,Slovenia,"Krško, Sevnica"
5676433,Dolenji Leskovec Climb,Ride,695.0,18.9,47.5,167.2,36.0,131.2,43s,1:03,24.7968,False,5.0,Slovenia,Krško
11831716,Bohor,Ride,5806.4,9.3,32.9,918.2,378.0,0.0,21:48,29:17,0.0,False,1.0,Slovenia,Krško
21008948,Brezje - Velika vas TT,Ride,1896.4,-0.4,6.1,195.0,183.0,14.6,2:27,3:14,-0.0584,True,0.0,Slovenia,Krško
2530919,6P - Zdole climb,Ride,3542.15,3.3,23.3,307.3,185.0,171.966,6:03,10:34,5.674878,False,3.0,Slovenia,Krško
16900762,Trebče climb,Ride,879.0,7.5,18.5,321.0,254.4,66.6,2:05,3:13,4.995,False,3.0,Slovenia,"Podcetrtek, Kozje"
24765549,Sv. Jedrt - Kerinov spomenik,Ride,1156.8,13.5,39.4,625.4,468.5,156.9,5:03,7:16,21.1815,False,5.0,Slovenia,Kozje
11378177,Od Štritofa na Artiče OŠ,Ride,1326.9,3.6,11.9,222.7,175.2,51.7,2:16,3:42,1.8612,False,2.0,Slovenia,Brežice
2719871,Bizeljska vas,Ride,2796.02,3.9,28.6,360.9,251.3,149.833,5:16,8:51,5.843487,False,3.0,Slovenia,"Podcetrtek, Brežice"
15107308,Brezina -> Bubka,Ride,4062.6,0.7,4.3,182.0,151.0,44.6,5:51,7:42,0.3122,True,0.0,Slovenia,Brežice
21658190,Sromlje - Dečno selo TT,Ride,4514.6,-2.3,2.9,277.0,171.9,8.2,5:15,6:24,-0.1886,False,1.0,Slovenia,Brežice
12910293,bistrica ob sotli-sv. gore,Ride,1628.4,6.6,48.4,391.3,256.0,175.5,4:58,6:20,11.583,False,4.0,Slovenia,Podcetrtek
25157341,Avče enduro - top to bottom.,Ride,2502.0,-19.1,8.3,648.9,171.5,3.4,6:11,10:57,-0.6494,False,1.0,Slovenia,Kanal
14544356,Plave - Vrhovlje (1° parte),Ride,884.0,6.7,10.4,141.8,82.2,59.6,1:47,2:20,3.9932,False,3.0,Slovenia,Kanal
10273253,Volče climb,Ride,485.8,3.7,7.5,222.8,205.0,17.8,44s,56s,0.6586,False,2.0,Slovenia,Tolmin
7793823,Kanalski vrh climb,Ride,5551.0,7.5,20.8,574.8,161.2,413.6,15:57,21:08,31.02,False,5.0,Slovenia,Kanal
17600427,DH Start - Osojnica,Ride,558.3,-16.9,2.5,543.4,449.0,0.0,1:11,1:59,0.0,False,1.0,Slovenia,Kanal
10227822,Lig da Molin vecchio,Ride,4889.0,8.0,15.2,637.8,248.4,0.0,15:26,21:40,0.0,False,1.0,Slovenia,Kanal
21672860,Baske - Paljevo,Ride,4544.3,-5.4,-1.1,555.2,310.4,0.0,6:38,8:47,0.0,False,1.0,Slovenia,"Kanal, Nova Goriška"
7209642,Kozaršče,Ride,1938.6,4.5,8.6,230.0,143.0,87.0,3:40,4:54,3.915,False,3.0,Slovenia,Tolmin
15742603,Postaja - Vrh,Ride,5948.3,5.7,28.2,534.0,197.1,336.9,14:51,16:15,19.2033,False,5.0,,Tolmin
23512667,Kozaršče 1/2,Ride,525.4,5.6,9.2,259.6,230.4,29.2,57s,1:28,1.6352,False,2.0,Slovenia,Tolmin
7441808,Kneža - Ljubinj climb,Ride,5755.8,2.9,44.2,412.6,230.1,416.4,12:32,15:19,12.0756,False,4.0,Slovenia,Tolmin
24052034,Slap - Most,Ride,5890.4,0.0,4.4,193.0,173.4,30.2,6:06,8:34,0.0,True,0.0,Slovenia,Tolmin
21863609,Klavže - Kneža,Ride,1492.0,1.8,6.2,249.2,220.8,33.0,2:20,2:53,0.594,False,2.0,Slovenia,Tolmin
13196250,Dominov rob - Slap,Ride,1751.6,-0.9,3.8,199.0,178.4,5.6,1:37,2:18,-0.0504,True,0.0,Slovenia,Tolmin
10999097,Lokovec hardest,Ride,1843.7,9.5,22.2,735.2,560.0,175.2,,9:29,16.644,False,5.0,Slovenia,Kanal
24705162,Mrcinje climb,Ride,1138.7,6.2,13.9,717.8,647.0,73.8,2:59,4:07,4.5756,False,3.0,Slovenia,Kanal
21742742,Pod Korito - Krivec,Ride,1020.7,0.5,1.9,180.8,174.6,6.2,1:01,1:30,0.031,True,0.0,Slovenia,Tolmin
12271819,Stopnik,Ride,1025.9,-1.9,0.0,231.0,211.0,0.0,49s,1:12,0.0,False,1.0,Slovenia,Tolmin
8962832,Šentviška climb,Ride,5417.9,8.5,16.9,703.8,241.2,464.8,18:06,24:52,39.508,False,5.0,Slovenia,Tolmin
1652815,Podmelec 43 Climb,Ride,505.016,20.1,32.3,408.2,306.9,108.528,1:11,1:44,21.814128,False,5.0,Slovenia,Tolmin
755780,Temljine 1 Climb,Ride,1554.15,6.4,15.9,328.6,229.2,99.4,4:05,5:30,6.3616,False,3.0,Slovenia,Tolmin
21064914,Koritnica climb to Hudajuzna,Ride,2371.9,2.4,26.3,397.3,340.5,68.5,4:12,4:36,1.644,False,2.0,Slovenia,Tolmin
14468542,Vrše mtb nova pot,Ride,1702.5,7.3,24.6,890.4,764.8,125.6,7:25,13:33,9.1688,False,4.0,Slovenia,"Tolmin, Nova Goriška"
15167228,"Kladje ""Franja""",Ride,6379.1,6.9,14.1,791.6,353.2,0.0,17:02,21:03,0.0,False,1.0,Slovenia,Cerkno
18710288,Želin-Cerkno,Ride,4193.8,1.9,12.8,340.0,246.5,100.4,4:40,6:46,1.9076,False,2.0,Slovenia,Cerkno
18710309,Sp. Idrija- Straža,Ride,11432.9,-0.5,18.2,335.3,246.2,63.9,11:04,14:51,-0.3195,True,0.0,Slovenia,"Cerkno, Idrija"
25209336,Hupser iz Želina,Ride,1274.6,2.1,4.6,275.6,248.6,27.0,,1:25,0.567,False,2.0,Slovenia,Cerkno
9020995,Lamk descent,Ride,286.4,-23.6,-10.5,546.8,479.3,0.0,31s,1:16,0.0,False,1.0,Slovenia,Cerkno
18115442,Prvi,Ride,3430.5,6.9,27.5,608.8,372.0,236.8,9:03,10:45,16.3392,False,5.0,Slovenia,Cerkno
26015702,kanumlski sprint,Ride,310.7,2.5,10.7,386.2,377.0,9.2,22s,33s,0.23,False,2.0,Slovenia,Idrija
2056841,Jazne Climb,Ride,918.57,10.1,12.8,749.6,656.7,92.886,2:58,3:31,9.381486,False,4.0,Slovenia,Cerkno
17454618,Kladje - Sovodenj,Ride,4640.5,-4.3,-0.6,782.2,583.6,0.0,4:40,5:02,0.0,False,1.0,Slovenia,"Gorenja vas-Poljane, Cerkno"
20489505,Trebija full gas,Ride,8982.0,-3.0,0.0,720.0,454.6,0.0,8:42,9:29,0.0,False,1.0,Slovenia,"Gorenja vas-Poljane, Cerkno"
12637053,ermanovec salita completa,Ride,6109.1,8.1,19.7,953.4,459.0,496.6,20:04,25:43,40.2246,False,5.0,Slovenia,Gorenja vas-Poljane
23639902,Ledinsko Razpotje Marof spust,Ride,4309.8,-8.0,14.1,700.4,353.9,18.7,4:42,5:08,-1.496,False,1.0,Slovenia,Idrija
18450337,Leskovica,Ride,3157.4,8.2,41.9,820.1,561.9,258.2,10:51,14:11,21.1724,False,5.0,Slovenia,Gorenja vas-Poljane
4654882,Gorenja Vas - Suhi dol,Ride,9675.3,2.7,14.2,625.6,366.8,265.2,19:26,20:50,7.1604,False,4.0,Slovenia,"Dobrova-Polhov Gradec, Gorenja vas-Poljane"
12604246,Poljane - Stari Vrh,Ride,9296.2,5.5,36.8,910.2,396.0,0.0,22:33,26:55,0.0,False,1.0,Slovenia,Gorenja vas-Poljane
23875212,Speed limit,Ride,444.9,-1.2,-0.6,395.4,389.9,0.0,20s,18s,0.0,True,0.0,Slovenia,Gorenja vas-Poljane
20690925,Mala Franja (Suhi dol - Gorenja vas krožni)*,Ride,9920.1,-2.8,14.7,679.0,398.0,22.3,11:24,12:03,-0.6244,False,1.0,Slovenia,"Dobrova-Polhov Gradec, Gorenja vas-Poljane"
25902516,Log (Premetovc) hupser,Ride,341.1,2.9,4.3,388.8,379.0,9.8,19s,22s,0.2842,False,2.0,Slovenia,Škofja Loka
